"title","description","starter_code","test_cases","skill_tags","difficulty"
"Kubernetes YAML — Mixed #69","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","hard"
"Cross-language RPC — Mixed #70","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","medium"
"C Pointer Exercise — Mixed #71","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","medium"
"Memory Leak Detection — Mixed #72","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"C++ RAII Class — Mixed #73","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","medium"
"Java Multithreading — Mixed #74","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","hard"
"SQL + API Integration — Mixed #75","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","easy"
"System Design: Notification Service — Mixed #76","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Performance Optimization — Mixed #77","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","medium"
"Embedded Systems Stub — Mixed #78","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","medium"
"Kubernetes YAML — Mixed #79","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","easy"
"Cross-language RPC — Mixed #80","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","easy"
"C Pointer Exercise — Mixed #81","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"Memory Leak Detection — Mixed #82","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"C++ RAII Class — Mixed #83","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","easy"
"Java Multithreading — Mixed #84","Design thread-safe producer-consumer using wait/notify. Provide a concise but production-ready solution and edge-case handling.","public class Solution {
    public static void main(String[] args) {
        // implement
    }
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","java,multithreading,concurrency","easy"
"SQL + API Integration — Mixed #85","Return paginated SQL results via an API endpoint. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","hard"
"System Design: Notification Service — Mixed #86","Design scalable push-notification microservice. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","hard"
"Performance Optimization — Mixed #87","Optimize a slow aggregation by reducing passes over data. Provide a concise but production-ready solution and edge-case handling.","// mixed language skeleton
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","systems,design,performance","easy"
"Embedded Systems Stub — Mixed #88","Implement simple circular buffer in C for sensor data. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","medium"
"Kubernetes YAML — Mixed #89","Write Deployment and Service YAML for a stateless web app. Provide a concise but production-ready solution and edge-case handling.","# YAML deployment example
apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-app
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","kubernetes,devops,containers","easy"
"Cross-language RPC — Mixed #90","Design and implement a simple JSON-RPC spec for service-to-service calls. Provide a concise but production-ready solution and edge-case handling.","// pseudo code for integration
// SQL + API
","[{""input"": ""input sample"", ""output"": ""expected sample""}]","sql,api,integration","hard"
"C Pointer Exercise — Mixed #91","Manipulate pointers to reverse a string in-place. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","hard"
"Memory Leak Detection — Mixed #92","Given C code, identify and fix leaks; propose fix. Provide a concise but production-ready solution and edge-case handling.","/* C example */
#include <stdio.h>
#include <string.h>

void reverse(char *s) {
    // implement
}

int main() {
    return 0;
}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c,c_programming,low-level,debugging","easy"
"C++ RAII Class — Mixed #93","Implement RAII wrapper for file handle. Provide a concise but production-ready solution and edge-case handling.","// C++ RAII skeleton
#include <fstream>
class FileRAII {
public:
    FileRAII(const char* path){}
    ~FileRAII(){}
};
int main(){}","[{""input"": ""input sample"", ""output"": ""expected sample""}]","c++,oop,systems","easy"
